,Hour_of_day,Day_date,Pickup_time,NumofPickups,min,X.1,Date,Time..EST.,Temp.,Visibility,Precip,Conditions,Day_of_week,Month,Week,X,Date_1,one_week_lag_pickups,isholiday,hour_min
492,5,1/11/2015,1/11/2015 5:30,1862,30,246,1/11/2015,5:51:00,-5.6,16.1,0,Overcast,1,1,3,NA,1/11/2015 5:51,1561,0,30-May
493,6,1/11/2015,1/11/2015 6:00,1798,0,247,1/11/2015,6:51:00,-5.6,16.1,0,Overcast,1,1,3,NA,1/11/2015 6:51,1645,0,Jun-00
494,6,1/11/2015,1/11/2015 6:30,2374,30,247,1/11/2015,6:51:00,-5.6,16.1,0,Overcast,1,1,3,NA,1/11/2015 6:51,1980,0,30-Jun
495,7,1/11/2015,1/11/2015 7:00,2467,0,248,1/11/2015,7:51:00,-6.1,16.1,0,Overcast,1,1,3,NA,1/11/2015 7:51,2091,0,Jul-00
496,7,1/11/2015,1/11/2015 7:30,3343,30,248,1/11/2015,7:51:00,-6.1,16.1,0,Overcast,1,1,3,NA,1/11/2015 7:51,2643,0,30-Jul
497,8,1/11/2015,1/11/2015 8:00,3836,0,249,1/11/2015,8:51:00,-3.9,16.1,0,Overcast,1,1,3,NA,1/11/2015 8:51,3012,0,Aug-00
498,8,1/11/2015,1/11/2015 8:30,5322,30,249,1/11/2015,8:51:00,-3.9,16.1,0,Overcast,1,1,3,NA,1/11/2015 8:51,4058,0,30-Aug
499,9,1/11/2015,1/11/2015 9:00,5956,0,250,1/11/2015,9:51:00,-2.8,16.1,0,Overcast,1,1,3,NA,1/11/2015 9:51,4666,0,Sep-00
500,9,1/11/2015,1/11/2015 9:30,7845,30,250,1/11/2015,9:51:00,-2.8,16.1,0,Overcast,1,1,3,NA,1/11/2015 9:51,5487,0,30-Sep
501,10,1/11/2015,1/11/2015 10:00,8224,0,251,1/11/2015,10:51:00,-1.1,16.1,0,Overcast,1,1,3,NA,1/11/2015 10:51,6450,0,Oct-00
502,10,1/11/2015,1/11/2015 10:30,10246,30,251,1/11/2015,10:51:00,-1.1,16.1,0,Overcast,1,1,3,NA,1/11/2015 10:51,7854,0,30-Oct
503,11,1/11/2015,1/11/2015 11:00,10427,0,252,1/11/2015,11:51:00,-0.6,16.1,0,Overcast,1,1,3,NA,1/11/2015 11:51,7843,0,Nov-00
504,11,1/11/2015,1/11/2015 11:30,11666,30,252,1/11/2015,11:51:00,-0.6,16.1,0,Overcast,1,1,3,NA,1/11/2015 11:51,8482,0,30-Nov
505,12,1/11/2015,1/11/2015 12:00,11602,0,253,1/11/2015,12:51:00,0.6,16.1,0,Overcast,1,1,3,NA,1/11/2015 12:51,8805,0,Dec-00
506,12,1/11/2015,1/11/2015 12:30,12669,30,253,1/11/2015,12:51:00,0.6,16.1,0,Overcast,1,1,3,NA,1/11/2015 12:51,9296,0,30-Dec
507,13,1/11/2015,1/11/2015 13:00,12466,0,254,1/11/2015,13:51:00,1.7,16.1,0,Overcast,1,1,3,NA,1/11/2015 13:51,9452,0,13-0
508,13,1/11/2015,1/11/2015 13:30,11849,30,254,1/11/2015,13:51:00,1.7,16.1,0,Overcast,1,1,3,NA,1/11/2015 13:51,9187,0,13-30
509,14,1/11/2015,1/11/2015 14:00,11357,0,255,1/11/2015,14:51:00,2.8,16.1,0,Overcast,1,1,3,NA,1/11/2015 14:51,9210,0,14-0
510,14,1/11/2015,1/11/2015 14:30,11269,30,255,1/11/2015,14:51:00,2.8,16.1,0,Overcast,1,1,3,NA,1/11/2015 14:51,9512,0,14-30
511,15,1/11/2015,1/11/2015 15:00,10759,0,256,1/11/2015,15:51:00,2.8,16.1,0,Overcast,1,1,3,NA,1/11/2015 15:51,8845,0,15-0
512,15,1/11/2015,1/11/2015 15:30,11171,30,256,1/11/2015,15:51:00,2.8,16.1,0,Overcast,1,1,3,NA,1/11/2015 15:51,9389,0,15-30
513,16,1/11/2015,1/11/2015 16:00,10953,0,257,1/11/2015,16:51:00,2.2,16.1,0,Overcast,1,1,3,NA,1/11/2015 16:51,9119,0,16-0
514,16,1/11/2015,1/11/2015 16:30,11260,30,257,1/11/2015,16:51:00,2.2,16.1,0,Overcast,1,1,3,NA,1/11/2015 16:51,8937,0,16-30
515,17,1/11/2015,1/11/2015 17:00,11544,0,258,1/11/2015,17:51:00,2.2,16.1,0,Overcast,1,1,3,NA,1/11/2015 17:51,8943,0,17-0
516,17,1/11/2015,1/11/2015 17:30,11627,30,258,1/11/2015,17:51:00,2.2,16.1,0,Overcast,1,1,3,NA,1/11/2015 17:51,9314,0,17-30
517,18,1/11/2015,1/11/2015 18:00,11514,0,259,1/11/2015,18:51:00,2.2,16.1,0,Overcast,1,1,3,NA,1/11/2015 18:51,9172,0,18-0
518,18,1/11/2015,1/11/2015 18:30,11454,30,259,1/11/2015,18:51:00,2.2,16.1,0,Overcast,1,1,3,NA,1/11/2015 18:51,9326,0,18-30
519,19,1/11/2015,1/11/2015 19:00,10866,0,260,1/11/2015,19:51:00,2.2,16.1,0,Overcast,1,1,3,NA,1/11/2015 19:51,8198,0,19-0
520,19,1/11/2015,1/11/2015 19:30,10187,30,260,1/11/2015,19:51:00,2.2,16.1,0,Overcast,1,1,3,NA,1/11/2015 19:51,10296,0,19-30
521,20,1/11/2015,1/11/2015 20:00,9126,0,261,1/11/2015,20:51:00,2.2,16.1,0,Overcast,1,1,3,NA,1/11/2015 20:51,9358,0,20-0
522,20,1/11/2015,1/11/2015 20:30,8215,30,261,1/11/2015,20:51:00,2.2,16.1,0,Overcast,1,1,3,NA,1/11/2015 20:51,8171,0,20-30
523,21,1/11/2015,1/11/2015 21:00,8110,0,262,1/11/2015,21:51:00,1.7,16.1,0,Overcast,1,1,3,NA,1/11/2015 21:51,6704,0,21-0
524,21,1/11/2015,1/11/2015 21:30,8187,30,262,1/11/2015,21:51:00,1.7,16.1,0,Overcast,1,1,3,NA,1/11/2015 21:51,7359,0,21-30
525,22,1/11/2015,1/11/2015 22:00,7625,0,263,1/11/2015,22:51:00,2.2,16.1,0,Overcast,1,1,3,NA,1/11/2015 22:51,6666,0,22-0
526,22,1/11/2015,1/11/2015 22:30,6853,30,263,1/11/2015,22:51:00,2.2,16.1,0,Overcast,1,1,3,NA,1/11/2015 22:51,5973,0,22-30
527,23,1/11/2015,1/11/2015 23:00,7324,0,264,1/11/2015,23:51:00,2.2,16.1,0,Overcast,1,1,3,NA,1/11/2015 23:51,5336,0,23-0
528,23,1/11/2015,1/11/2015 23:30,5466,30,264,1/11/2015,23:51:00,2.2,16.1,0,Overcast,1,1,3,NA,1/11/2015 23:51,4867,0,23-30
529,0,1/12/2015,1/12/2015 0:00,4346,0,265,1/12/2015,0:51:00,2.2,16.1,0,Overcast,2,1,3,NA,1/12/2015 0:51,3978,0,0-0
530,0,1/12/2015,1/12/2015 0:30,3340,30,265,1/12/2015,0:51:00,2.2,16.1,0,Overcast,2,1,3,NA,1/12/2015 0:51,3672,0,0-30
531,1,1/12/2015,1/12/2015 1:00,2346,0,266,1/12/2015,1:51:00,2.2,16.1,0,Overcast,2,1,3,NA,1/12/2015 1:51,2566,0,Jan-00
532,1,1/12/2015,1/12/2015 1:30,1912,30,266,1/12/2015,1:51:00,2.2,16.1,0,Overcast,2,1,3,NA,1/12/2015 1:51,2116,0,30-Jan
533,2,1/12/2015,1/12/2015 2:00,1624,0,267,1/12/2015,2:51:00,2.2,16.1,0,Light Rain,2,1,3,NA,1/12/2015 2:51,1719,0,Feb-00
534,2,1/12/2015,1/12/2015 2:30,1405,30,267,1/12/2015,2:51:00,2.2,16.1,0,Light Rain,2,1,3,NA,1/12/2015 2:51,1346,0,Feb-30
535,3,1/12/2015,1/12/2015 3:00,1235,0,268,1/12/2015,3:51:00,2.2,16.1,0,Overcast,2,1,3,NA,1/12/2015 3:51,995,0,Mar-00
536,3,1/12/2015,1/12/2015 3:30,1056,30,268,1/12/2015,3:51:00,2.2,16.1,0,Overcast,2,1,3,NA,1/12/2015 3:51,1067,0,30-Mar
537,4,1/12/2015,1/12/2015 4:00,1140,0,269,1/12/2015,4:51:00,2.2,16.1,0,Overcast,2,1,3,NA,1/12/2015 4:51,1144,0,Apr-00
538,4,1/12/2015,1/12/2015 4:30,1176,30,269,1/12/2015,4:51:00,2.2,16.1,0,Overcast,2,1,3,NA,1/12/2015 4:51,1161,0,30-Apr
539,5,1/12/2015,1/12/2015 5:00,1478,0,270,1/12/2015,5:51:00,2.2,16.1,0,Overcast,2,1,3,NA,1/12/2015 5:51,1574,0,May-00
540,5,1/12/2015,1/12/2015 5:30,2797,30,270,1/12/2015,5:51:00,2.2,16.1,0,Overcast,2,1,3,NA,1/12/2015 5:51,2627,0,30-May
541,6,1/12/2015,1/12/2015 6:00,4238,0,271,1/12/2015,6:51:00,2.2,16.1,0,Overcast,2,1,3,NA,1/12/2015 6:51,4170,0,Jun-00
542,6,1/12/2015,1/12/2015 6:30,7297,30,271,1/12/2015,6:51:00,2.2,16.1,0,Overcast,2,1,3,NA,1/12/2015 6:51,6889,0,30-Jun
543,7,1/12/2015,1/12/2015 7:00,9028,0,272,1/12/2015,7:36:00,3,16.1,0,Overcast,2,1,3,NA,1/12/2015 7:36,8671,0,Jul-00
544,7,1/12/2015,1/12/2015 7:30,11179,30,272,1/12/2015,7:36:00,3,16.1,0,Overcast,2,1,3,NA,1/12/2015 7:36,10165,0,30-Jul
545,8,1/12/2015,1/12/2015 8:00,12068,0,273,1/12/2015,8:38:00,3,12.9,0,Light Rain,2,1,3,NA,1/12/2015 8:38,10876,0,Aug-00
546,8,1/12/2015,1/12/2015 8:30,12144,30,273,1/12/2015,8:38:00,3,12.9,0,Light Rain,2,1,3,NA,1/12/2015 8:38,11196,0,30-Aug
547,9,1/12/2015,1/12/2015 9:00,11640,0,274,1/12/2015,9:42:00,2,4.8,1.5,Light Rain,2,1,3,NA,1/12/2015 9:42,10417,0,Sep-00
548,9,1/12/2015,1/12/2015 9:30,11066,30,274,1/12/2015,9:42:00,2,4.8,1.5,Light Rain,2,1,3,NA,1/12/2015 9:42,9071,0,30-Sep
549,10,1/12/2015,1/12/2015 10:00,10038,0,275,1/12/2015,10:51:00,1.7,4.8,0.8,Light Rain,2,1,3,NA,1/12/2015 10:51,8065,0,Oct-00
550,10,1/12/2015,1/12/2015 10:30,9813,30,275,1/12/2015,10:51:00,1.7,4.8,0.8,Light Rain,2,1,3,NA,1/12/2015 10:51,8199,0,30-Oct
551,11,1/12/2015,1/12/2015 11:00,9199,0,276,1/12/2015,11:21:00,2,4,0.5,Light Rain,2,1,3,NA,1/12/2015 11:21,8020,0,Nov-00
552,11,1/12/2015,1/12/2015 11:30,10317,30,276,1/12/2015,11:21:00,2,4,0.5,Light Rain,2,1,3,NA,1/12/2015 11:21,8376,0,30-Nov
553,12,1/12/2015,1/12/2015 12:00,10673,0,277,1/12/2015,12:51:00,2.2,1.6,2.5,Rain,2,1,3,NA,1/12/2015 12:51,8568,0,Dec-00
554,12,1/12/2015,1/12/2015 12:30,10095,30,277,1/12/2015,12:51:00,2.2,1.6,2.5,Rain,2,1,3,NA,1/12/2015 12:51,8434,0,30-Dec
555,13,1/12/2015,1/12/2015 13:00,9730,0,278,1/12/2015,13:51:00,2.8,1.6,3,Rain,2,1,3,NA,1/12/2015 13:51,8393,0,13-0
556,13,1/12/2015,1/12/2015 13:30,10425,30,278,1/12/2015,13:51:00,2.8,1.6,3,Rain,2,1,3,NA,1/12/2015 13:51,8707,0,13-30
557,14,1/12/2015,1/12/2015 14:00,10554,0,279,1/12/2015,14:51:00,2.8,1.6,4.6,Rain,2,1,3,NA,1/12/2015 14:51,9053,0,14-0
558,14,1/12/2015,1/12/2015 14:30,11177,30,279,1/12/2015,14:51:00,2.8,1.6,4.6,Rain,2,1,3,NA,1/12/2015 14:51,9838,0,14-30
559,15,1/12/2015,1/12/2015 15:00,11556,0,280,1/12/2015,15:47:00,3,1.6,3,Light Rain,2,1,3,NA,1/12/2015 15:47,10161,0,15-0
560,15,1/12/2015,1/12/2015 15:30,9856,30,280,1/12/2015,15:47:00,3,1.6,3,Light Rain,2,1,3,NA,1/12/2015 15:47,9710,0,15-30
561,16,1/12/2015,1/12/2015 16:00,9095,0,281,1/12/2015,16:33:00,3,1.6,0.5,Light Rain,2,1,3,NA,1/12/2015 16:33,9027,0,16-0
562,16,1/12/2015,1/12/2015 16:30,8924,30,281,1/12/2015,16:33:00,3,1.6,0.5,Light Rain,2,1,3,NA,1/12/2015 16:33,8673,0,16-30
563,17,1/12/2015,1/12/2015 17:00,10083,0,282,1/12/2015,17:17:00,3,1.6,0,Light Rain,2,1,3,NA,1/12/2015 17:17,10202,0,17-0
564,17,1/12/2015,1/12/2015 17:30,11515,30,282,1/12/2015,17:17:00,3,1.6,0,Light Rain,2,1,3,NA,1/12/2015 17:17,11513,0,17-30
565,18,1/12/2015,1/12/2015 18:00,12935,0,283,1/12/2015,18:41:00,4,16.1,0,Overcast,2,1,3,NA,1/12/2015 18:41,12857,0,18-0
566,18,1/12/2015,1/12/2015 18:30,13373,30,283,1/12/2015,18:41:00,4,16.1,0,Overcast,2,1,3,NA,1/12/2015 18:41,13277,0,18-30
567,19,1/12/2015,1/12/2015 19:00,13061,0,284,1/12/2015,19:51:00,4.4,16.1,0,Overcast,2,1,3,NA,1/12/2015 19:51,13216,0,19-0
568,19,1/12/2015,1/12/2015 19:30,12444,30,284,1/12/2015,19:51:00,4.4,16.1,0,Overcast,2,1,3,NA,1/12/2015 19:51,12425,0,19-30
569,20,1/12/2015,1/12/2015 20:00,12284,0,285,1/12/2015,20:51:00,3.9,16.1,0,Overcast,2,1,3,NA,1/12/2015 20:51,11492,0,20-0
570,20,1/12/2015,1/12/2015 20:30,11331,30,285,1/12/2015,20:51:00,3.9,16.1,0,Overcast,2,1,3,NA,1/12/2015 20:51,10528,0,20-30
571,21,1/12/2015,1/12/2015 21:00,11438,0,286,1/12/2015,21:51:00,3.9,16.1,0,Overcast,2,1,3,NA,1/12/2015 21:51,10287,0,21-0
572,21,1/12/2015,1/12/2015 21:30,10772,30,286,1/12/2015,21:51:00,3.9,16.1,0,Overcast,2,1,3,NA,1/12/2015 21:51,9515,0,21-30
573,22,1/12/2015,1/12/2015 22:00,10380,0,287,1/12/2015,22:51:00,3.3,16.1,0.3,Light Rain,2,1,3,NA,1/12/2015 22:51,8433,0,22-0
574,22,1/12/2015,1/12/2015 22:30,8912,30,287,1/12/2015,22:51:00,3.3,16.1,0.3,Light Rain,2,1,3,NA,1/12/2015 22:51,7817,0,22-30
575,23,1/12/2015,1/12/2015 23:00,7460,0,288,1/12/2015,23:51:00,2.8,16.1,0,Overcast,2,1,3,NA,1/12/2015 23:51,7010,0,23-0
576,23,1/12/2015,1/12/2015 23:30,6083,30,288,1/12/2015,23:51:00,2.8,16.1,0,Overcast,2,1,3,NA,1/12/2015 23:51,5708,0,23-30
577,0,1/13/2015,1/13/2015 0:00,6686,0,289,1/13/2015,0:51:00,2.8,16.1,0,Overcast,3,1,3,NA,1/13/2015 0:51,4784,0,0-0
578,0,1/13/2015,1/13/2015 0:30,4371,30,289,1/13/2015,0:51:00,2.8,16.1,0,Overcast,3,1,3,NA,1/13/2015 0:51,3670,0,0-30
579,1,1/13/2015,1/13/2015 1:00,3093,0,290,1/13/2015,1:51:00,2.8,16.1,0,Overcast,3,1,3,NA,1/13/2015 1:51,2828,0,Jan-00
580,1,1/13/2015,1/13/2015 1:30,2413,30,290,1/13/2015,1:51:00,2.8,16.1,0,Overcast,3,1,3,NA,1/13/2015 1:51,2138,0,30-Jan
581,2,1/13/2015,1/13/2015 2:00,1963,0,291,1/13/2015,2:51:00,2.2,16.1,0,Overcast,3,1,3,NA,1/13/2015 2:51,1747,0,Feb-00
582,2,1/13/2015,1/13/2015 2:30,1482,30,291,1/13/2015,2:51:00,2.2,16.1,0,Overcast,3,1,3,NA,1/13/2015 2:51,1358,0,Feb-30
583,3,1/13/2015,1/13/2015 3:00,1112,0,292,1/13/2015,3:51:00,2.2,16.1,0,Overcast,3,1,3,NA,1/13/2015 3:51,1016,0,Mar-00
584,3,1/13/2015,1/13/2015 3:30,1047,30,292,1/13/2015,3:51:00,2.2,16.1,0,Overcast,3,1,3,NA,1/13/2015 3:51,957,0,30-Mar
585,4,1/13/2015,1/13/2015 4:00,1151,0,293,1/13/2015,4:51:00,1.7,16.1,0,Overcast,3,1,3,NA,1/13/2015 4:51,1081,0,Apr-00
586,4,1/13/2015,1/13/2015 4:30,1096,30,293,1/13/2015,4:51:00,1.7,16.1,0,Overcast,3,1,3,NA,1/13/2015 4:51,1073,0,30-Apr
587,5,1/13/2015,1/13/2015 5:00,1348,0,294,1/13/2015,5:51:00,0.6,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 5:51,1375,0,May-00
588,5,1/13/2015,1/13/2015 5:30,2754,30,294,1/13/2015,5:51:00,0.6,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 5:51,2684,0,30-May
589,6,1/13/2015,1/13/2015 6:00,4141,0,295,1/13/2015,6:51:00,0,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 6:51,4112,0,Jun-00
590,6,1/13/2015,1/13/2015 6:30,7463,30,295,1/13/2015,6:51:00,0,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 6:51,7210,0,30-Jun
591,7,1/13/2015,1/13/2015 7:00,9564,0,296,1/13/2015,7:51:00,-1.7,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 7:51,8896,0,Jul-00
592,7,1/13/2015,1/13/2015 7:30,12283,30,296,1/13/2015,7:51:00,-1.7,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 7:51,11117,0,30-Jul
593,8,1/13/2015,1/13/2015 8:00,13035,0,297,1/13/2015,8:51:00,-1.7,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 8:51,12137,0,Aug-00
594,8,1/13/2015,1/13/2015 8:30,12998,30,297,1/13/2015,8:51:00,-1.7,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 8:51,12320,0,30-Aug
595,9,1/13/2015,1/13/2015 9:00,12442,0,298,1/13/2015,9:51:00,-2.2,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 9:51,11207,0,Sep-00
596,9,1/13/2015,1/13/2015 9:30,12007,30,298,1/13/2015,9:51:00,-2.2,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 9:51,10115,0,30-Sep
597,10,1/13/2015,1/13/2015 10:00,11013,0,299,1/13/2015,10:51:00,-2.2,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 10:51,8864,0,Oct-00
598,10,1/13/2015,1/13/2015 10:30,10950,30,299,1/13/2015,10:51:00,-2.2,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 10:51,8811,0,30-Oct
599,11,1/13/2015,1/13/2015 11:00,10490,0,300,1/13/2015,11:51:00,-2.8,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 11:51,8228,0,Nov-00
600,11,1/13/2015,1/13/2015 11:30,11544,30,300,1/13/2015,11:51:00,-2.8,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 11:51,8927,0,30-Nov
601,12,1/13/2015,1/13/2015 12:00,11581,0,301,1/13/2015,12:51:00,-3.3,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 12:51,9096,0,Dec-00
602,12,1/13/2015,1/13/2015 12:30,11130,30,301,1/13/2015,12:51:00,-3.3,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 12:51,8867,0,30-Dec
603,13,1/13/2015,1/13/2015 13:00,10578,0,302,1/13/2015,13:51:00,-2.8,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 13:51,8438,0,13-0
604,13,1/13/2015,1/13/2015 13:30,11302,30,302,1/13/2015,13:51:00,-2.8,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 13:51,9001,0,13-30
605,14,1/13/2015,1/13/2015 14:00,11578,0,303,1/13/2015,14:51:00,-2.8,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 14:51,9125,0,14-0
606,14,1/13/2015,1/13/2015 14:30,12419,30,303,1/13/2015,14:51:00,-2.8,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 14:51,10161,0,14-30
607,15,1/13/2015,1/13/2015 15:00,11999,0,304,1/13/2015,15:51:00,-3.9,16.1,0,Overcast,3,1,3,NA,1/13/2015 15:51,10072,0,15-0
608,15,1/13/2015,1/13/2015 15:30,11259,30,304,1/13/2015,15:51:00,-3.9,16.1,0,Overcast,3,1,3,NA,1/13/2015 15:51,9502,0,15-30
609,16,1/13/2015,1/13/2015 16:00,9894,0,305,1/13/2015,16:51:00,-4.4,16.1,0,Overcast,3,1,3,NA,1/13/2015 16:51,8747,0,16-0
610,16,1/13/2015,1/13/2015 16:30,8976,30,305,1/13/2015,16:51:00,-4.4,16.1,0,Overcast,3,1,3,NA,1/13/2015 16:51,8764,0,16-30
611,17,1/13/2015,1/13/2015 17:00,10340,0,306,1/13/2015,17:51:00,-5.6,16.1,0,Overcast,3,1,3,NA,1/13/2015 17:51,9846,0,17-0
612,17,1/13/2015,1/13/2015 17:30,12382,30,306,1/13/2015,17:51:00,-5.6,16.1,0,Overcast,3,1,3,NA,1/13/2015 17:51,11315,0,17-30
613,18,1/13/2015,1/13/2015 18:00,14116,0,307,1/13/2015,18:51:00,-6.1,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 18:51,13097,0,18-0
614,18,1/13/2015,1/13/2015 18:30,14750,30,307,1/13/2015,18:51:00,-6.1,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 18:51,13725,0,18-30
615,19,1/13/2015,1/13/2015 19:00,15004,0,308,1/13/2015,19:51:00,-6.7,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 19:51,13360,0,19-0
616,19,1/13/2015,1/13/2015 19:30,14778,30,308,1/13/2015,19:51:00,-6.7,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 19:51,12658,0,19-30
617,20,1/13/2015,1/13/2015 20:00,14730,0,309,1/13/2015,20:51:00,-6.7,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 20:51,12496,0,20-0
618,20,1/13/2015,1/13/2015 20:30,14495,30,309,1/13/2015,20:51:00,-6.7,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 20:51,11899,0,20-30
619,21,1/13/2015,1/13/2015 21:00,14431,0,310,1/13/2015,21:51:00,-6.7,16.1,0,Overcast,3,1,3,NA,1/13/2015 21:51,11720,0,21-0
620,21,1/13/2015,1/13/2015 21:30,14184,30,310,1/13/2015,21:51:00,-6.7,16.1,0,Overcast,3,1,3,NA,1/13/2015 21:51,11580,0,21-30
621,22,1/13/2015,1/13/2015 22:00,13103,0,311,1/13/2015,22:51:00,-7.2,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 22:51,10306,0,22-0
622,22,1/13/2015,1/13/2015 22:30,11465,30,311,1/13/2015,22:51:00,-7.2,16.1,0,Partly Cloudy,3,1,3,NA,1/13/2015 22:51,9022,0,22-30
623,23,1/13/2015,1/13/2015 23:00,9464,0,312,1/13/2015,23:51:00,-6.7,16.1,0,Overcast,3,1,3,NA,1/13/2015 23:51,7784,0,23-0
624,23,1/13/2015,1/13/2015 23:30,7745,30,312,1/13/2015,23:51:00,-6.7,16.1,0,Overcast,3,1,3,NA,1/13/2015 23:51,6666,0,23-30
625,0,1/14/2015,1/14/2015 0:00,6335,0,313,1/14/2015,0:51:00,-6.7,16.1,0,Partly Cloudy,4,1,3,NA,1/14/2015 0:51,5126,0,0-0
626,0,1/14/2015,1/14/2015 0:30,4731,30,313,1/14/2015,0:51:00,-6.7,16.1,0,Partly Cloudy,4,1,3,NA,1/14/2015 0:51,4056,0,0-30
627,1,1/14/2015,1/14/2015 1:00,3683,0,314,1/14/2015,1:51:00,-6.7,16.1,0,Partly Cloudy,4,1,3,NA,1/14/2015 1:51,3204,0,Jan-00
628,1,1/14/2015,1/14/2015 1:30,2810,30,314,1/14/2015,1:51:00,-6.7,16.1,0,Partly Cloudy,4,1,3,NA,1/14/2015 1:51,2376,0,30-Jan
629,2,1/14/2015,1/14/2015 2:00,2315,0,315,1/14/2015,2:51:00,-6.7,16.1,0,Overcast,4,1,3,NA,1/14/2015 2:51,1851,0,Feb-00
630,2,1/14/2015,1/14/2015 2:30,1814,30,315,1/14/2015,2:51:00,-6.7,16.1,0,Overcast,4,1,3,NA,1/14/2015 2:51,1476,0,Feb-30
631,3,1/14/2015,1/14/2015 3:00,1578,0,316,1/14/2015,3:51:00,-6.7,16.1,0,Overcast,4,1,3,NA,1/14/2015 3:51,1205,0,Mar-00
632,3,1/14/2015,1/14/2015 3:30,1390,30,316,1/14/2015,3:51:00,-6.7,16.1,0,Overcast,4,1,3,NA,1/14/2015 3:51,1068,0,30-Mar
633,4,1/14/2015,1/14/2015 4:00,1433,0,317,1/14/2015,4:51:00,-6.7,16.1,0,Overcast,4,1,3,NA,1/14/2015 4:51,1144,0,Apr-00
634,4,1/14/2015,1/14/2015 4:30,1294,30,317,1/14/2015,4:51:00,-6.7,16.1,0,Overcast,4,1,3,NA,1/14/2015 4:51,1149,0,30-Apr
635,5,1/14/2015,1/14/2015 5:00,1494,0,318,1/14/2015,5:51:00,-6.7,16.1,0,Overcast,4,1,3,NA,1/14/2015 5:51,1362,0,May-00
636,5,1/14/2015,1/14/2015 5:30,2973,30,318,1/14/2015,5:51:00,-6.7,16.1,0,Overcast,4,1,3,NA,1/14/2015 5:51,2529,0,30-May
637,6,1/14/2015,1/14/2015 6:00,4385,0,319,1/14/2015,6:51:00,-6.7,16.1,0,Overcast,4,1,3,NA,1/14/2015 6:51,4155,0,Jun-00
638,6,1/14/2015,1/14/2015 6:30,7664,30,319,1/14/2015,6:51:00,-6.7,16.1,0,Overcast,4,1,3,NA,1/14/2015 6:51,7279,0,30-Jun
639,7,1/14/2015,1/14/2015 7:00,9937,0,320,1/14/2015,7:51:00,-6.1,16.1,0,Overcast,4,1,3,NA,1/14/2015 7:51,9259,0,Jul-00
640,7,1/14/2015,1/14/2015 7:30,12344,30,320,1/14/2015,7:51:00,-6.1,16.1,0,Overcast,4,1,3,NA,1/14/2015 7:51,11614,0,30-Jul
641,8,1/14/2015,1/14/2015 8:00,12968,0,321,1/14/2015,8:51:00,-4.4,16.1,0,Overcast,4,1,3,NA,1/14/2015 8:51,12569,0,Aug-00
642,8,1/14/2015,1/14/2015 8:30,13220,30,321,1/14/2015,8:51:00,-4.4,16.1,0,Overcast,4,1,3,NA,1/14/2015 8:51,13156,0,30-Aug
643,9,1/14/2015,1/14/2015 9:00,12661,0,322,1/14/2015,9:51:00,-2.2,16.1,0,Overcast,4,1,3,NA,1/14/2015 9:51,12037,0,Sep-00
644,9,1/14/2015,1/14/2015 9:30,11938,30,322,1/14/2015,9:51:00,-2.2,16.1,0,Overcast,4,1,3,NA,1/14/2015 9:51,11171,0,30-Sep
645,10,1/14/2015,1/14/2015 10:00,10601,0,323,1/14/2015,10:28:00,-2,16.1,0,Overcast,4,1,3,NA,1/14/2015 10:28,9775,0,Oct-00
646,10,1/14/2015,1/14/2015 10:30,10649,30,323,1/14/2015,10:28:00,-2,16.1,0,Overcast,4,1,3,NA,1/14/2015 10:28,9881,0,30-Oct
647,11,1/14/2015,1/14/2015 11:00,9953,0,324,1/14/2015,11:51:00,-0.6,16.1,0,Overcast,4,1,3,NA,1/14/2015 11:51,9114,0,Nov-00
648,11,1/14/2015,1/14/2015 11:30,11020,30,324,1/14/2015,11:51:00,-0.6,16.1,0,Overcast,4,1,3,NA,1/14/2015 11:51,10347,0,30-Nov
